Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
b7defdf2-8ff0-4c02-8401-8e80fec6561c,Headset,5,4445.97,2025-02-10 00:33:52,"393 Bradley Estates, São Paulo"
f03c345f-6085-4c2a-bbfa-9f9e2127183a,Teclado,5,3851.98,2025-04-16 03:23:11,"462 Amber Streets, Porto Alegre"
93fbe068-015f-4f17-9631-8fa1aa41833e,Monitor,4,1969.53,2025-05-04 15:30:48,"21108 Johnson Drive, Curitiba"
970be243-a2e9-43f5-985f-ca71f9f0351c,Monitor,1,3750.09,2025-04-15 21:58:08,"535 Ann Island Apt. 912, Porto Alegre"
66248570-36c8-4584-aa41-5397ae4027c5,Cadeira Gamer,2,3892.87,2025-04-11 12:12:27,"48281 Andrea Union Suite 366, Curitiba"
26a0b5d8-98dc-4625-bbbb-d0bbb8585f56,Webcam,5,1179.28,2025-05-05 13:07:53,"2967 Richard Stravenue, São Paulo"
98fc5ddd-828a-409a-a4ba-557eed82fe0f,Monitor,1,1217.93,2025-03-03 00:18:57,"8264 Johnny Spur, Rio de Janeiro"
3ef3fb9e-0cf1-4663-a1e7-da89e82873a8,Mouse,3,4406.19,2025-01-07 02:53:14,"00250 Hess Hill, São Paulo"
e2681d6d-922f-4c36-b8b8-b0741c11d9f6,Headset,2,1568.11,2025-05-17 11:46:01,"013 Kristopher Well, Porto Alegre"
0affee92-18c8-442c-b1b0-c53480d1b5c4,Mouse,1,4456.88,2025-03-17 17:12:06,"4191 Pamela Circles Suite 972, São Paulo"
15182965-5b56-4529-b31e-6e0658e4f041,Monitor,5,523.02,2025-05-19 14:29:16,"4697 Underwood Lodge, Rio de Janeiro"
9d64f919-bf43-4767-9297-f7ae39a1a631,Webcam,2,3320.36,2025-01-18 12:46:02,"08163 Anthony Knolls, Belo Horizonte"
f0383fd3-abfd-4f9d-96b4-1e70a2c4e248,Cadeira Gamer,3,2350.84,2024-12-13 08:43:35,"22422 Mercado Meadows Suite 291, Porto Alegre"
eea6db06-6f22-423f-a569-5f824f8d7750,Webcam,2,2810.95,2025-05-04 11:04:41,"6478 Howard Land, Rio de Janeiro"
6bb50b3b-2f43-42ea-8213-a2e033c4385d,Cadeira Gamer,4,3129.74,2024-12-26 09:41:58,"179 Johnson Falls, Belo Horizonte"
d1f201e1-3c0e-4f16-a30e-2e269bfd1d95,Mouse,3,3352.33,2024-12-09 00:14:13,"25670 Adam Bridge, Curitiba"
71ecc4ad-9f6d-4b13-a038-094ba7e645a7,Mouse,2,3679.72,2025-04-30 16:33:08,"449 Hamilton Loaf Suite 825, São Paulo"
982dabc9-ea7e-4f00-86ba-004554017252,Webcam,1,4503.82,2025-03-20 19:49:48,"7739 Marshall Squares Suite 055, Curitiba"
77ac6cda-aa8e-4bf5-ab5d-e860d9baf173,Headset,4,1718.84,2024-12-17 10:25:55,"8259 Pearson Locks Suite 402, Porto Alegre"
b9d7eba7-c3aa-4ce6-90c4-e2d807b281b2,Cadeira Gamer,2,2757.78,2025-05-29 20:39:46,"5166 Odonnell Parkway Apt. 913, Belo Horizonte"
37207cc9-5a21-40b4-a77a-65f9db794c4d,Teclado,5,3330.02,2025-04-23 17:03:16,"5850 Christopher Spur, São Paulo"
d2e7e852-9f46-4bd9-9587-b171a953a156,Cadeira Gamer,3,1768.75,2025-01-30 08:30:23,"87942 Matthew Causeway, Belo Horizonte"
00d63de0-1456-4dbb-a1e1-5f8b7340d51f,Monitor,3,2851.16,2024-12-29 01:09:40,"6138 Erickson Turnpike Suite 421, Belo Horizonte"
2e0cb8dc-bbce-4fb2-aafd-f1df8385c5d0,Headset,5,128.65,2024-12-10 22:21:44,"036 King Place, Porto Alegre"
938299cf-619e-4464-8783-dd4012a8ffda,Cadeira Gamer,4,4056.78,2024-12-17 13:59:00,"65553 Chad Burg Apt. 643, Belo Horizonte"
f6d53bdf-cbd5-4517-b16f-e1f55590cc10,Headset,4,4859.1,2025-02-05 14:20:34,"48964 Patterson Canyon, Porto Alegre"
a1b362aa-e4ef-488c-81e7-249ecbc0f85c,Webcam,4,1480.4,2025-02-16 04:30:00,"243 Mitchell Knolls, São Paulo"
bf8d9696-21ae-465f-a679-97f12f573f0e,Teclado,3,1461.74,2025-01-03 21:35:20,"6099 Desiree Mission Suite 495, Porto Alegre"
2b8c9550-1f17-4ac9-a842-12bc271007b4,Teclado,5,101.01,2025-02-13 15:40:30,"0128 Gilbert Field Suite 140, Belo Horizonte"
862b797f-1a96-46d1-a813-0f9e74a491ce,Mouse,3,2861.26,2025-01-02 05:22:19,"0938 Michael Branch, Rio de Janeiro"
c99bcf6b-c92b-4f96-a2e8-0e1536ab76fb,Headset,1,1602.31,2025-05-20 08:06:56,"264 Amber Dale, São Paulo"
137ce8d9-5587-4061-9f2c-b47c5849cfae,Webcam,4,424.53,2025-01-01 21:59:36,"1813 Brown Springs Apt. 706, Rio de Janeiro"
792e1db1-ebc7-45e1-b639-8784dce388c7,Webcam,5,2233.18,2025-03-04 15:34:09,"9048 Melvin Gateway Suite 796, Belo Horizonte"
608f3079-4f40-421f-b417-378d84e8e2ef,Notebook,1,4125.2,2024-12-17 12:21:25,"54683 Duncan Meadows, Rio de Janeiro"
d8e0d86a-f165-4d23-923c-932cf95c101e,Teclado,5,865.41,2025-03-21 15:47:24,"2652 Christopher Locks, São Paulo"
6286a3eb-c9c2-42c9-a643-d9b8aa95f1dd,Cadeira Gamer,3,4610.54,2025-05-04 18:37:53,"75588 Michael Estates, São Paulo"
77e98444-03ac-49f1-befe-dfc9abafe37f,Monitor,1,2448.87,2025-03-29 08:00:19,"0428 Craig Summit, Curitiba"
973068e6-bcab-4bd1-94b2-dc479ebeb6bf,Mouse,5,3819.97,2025-03-26 10:13:55,"2567 Garcia Stravenue, Curitiba"
bf53c3a5-9fef-4896-915d-0de32c7ed3cb,Notebook,1,3887.68,2025-04-21 12:05:14,"079 Patterson Fork Suite 241, Rio de Janeiro"
9c7d5958-77af-4780-9a9c-19adb66f624c,Monitor,1,1219.44,2025-02-27 09:26:28,"7999 Micheal Turnpike Apt. 811, São Paulo"
11dbdac9-4fd6-4b3f-a62a-190cfb9fc804,Notebook,1,4683.97,2025-04-30 11:21:03,"944 Timothy Cliff Apt. 462, Curitiba"
de1a8435-8f58-430c-a8aa-7c1476bd6567,Notebook,2,2570.13,2025-05-26 20:11:57,"59773 Robinson Valleys, Belo Horizonte"
fdc04ef1-2ae2-46c9-b688-a429318a8c20,Mouse,3,2212.86,2025-02-19 20:14:33,"428 Monroe Mission Apt. 630, São Paulo"
bdffa206-276d-4ba6-a4e0-ac8117067867,Notebook,2,2133.48,2024-12-07 14:31:12,"99521 Clark Stravenue, Belo Horizonte"
3d6f2841-9113-46f5-a5a9-f46946318678,Headset,3,309.08,2025-02-13 17:41:34,"4076 Christine Track Apt. 303, São Paulo"
d67b316f-969d-4347-a412-debe04a944ec,Teclado,3,4755.45,2025-03-01 17:22:09,"77185 Davis Plaza, São Paulo"
1bbe7965-c1a9-49fc-9fec-822760a5d3cb,Teclado,1,4449.74,2025-03-04 22:44:43,"62980 Baker Row, Rio de Janeiro"
c870882c-34c9-402c-b760-b038b5ee09f8,Mouse,5,4430.96,2025-03-25 15:19:40,"386 Rose Lake Apt. 297, Rio de Janeiro"
38e2a310-25b2-4b3a-9e94-05eac9216689,Cadeira Gamer,3,3351.9,2025-05-18 12:30:57,"94278 Linda Harbors Apt. 250, Curitiba"
d66b6741-df9d-48c8-a4b3-33519c50e862,Webcam,3,2417.74,2025-01-02 10:27:11,"6995 Williams Station, Rio de Janeiro"
dca44736-8ea3-438d-98b0-2e1ef7d0ea98,Webcam,4,1187.38,2025-03-24 02:10:20,"454 Gary Prairie, Porto Alegre"
918e3061-4e03-47b8-9248-debefe872014,Monitor,1,1005.28,2025-04-09 11:51:40,"7686 Timothy Haven, Curitiba"
d773098f-ffbe-4452-b930-acccc269b5d2,Notebook,4,4630.92,2025-05-05 02:04:18,"4438 Chung Turnpike, Curitiba"
9a595cb1-35c2-4062-9650-2104912005a7,Monitor,1,1119.79,2024-11-30 18:36:16,"43691 James Oval, Curitiba"
bebe3c44-db73-47d8-ba3a-ea81dea672e8,Webcam,1,3993.42,2025-05-17 01:06:53,"572 Sharon Cliffs, São Paulo"
ce53aa9f-f721-4297-bfb3-a0434d0ec5e7,Teclado,4,552.33,2025-02-06 13:22:16,"9902 Michael Plain Suite 978, Porto Alegre"
a41bb276-b04b-4419-b1aa-a8c1faee9deb,Mouse,2,2328.75,2025-04-10 01:12:34,"371 Lawson Stravenue, Porto Alegre"
a985b699-22f2-41a7-b7eb-e84126adb51d,Monitor,5,1630.49,2024-12-31 19:21:54,"785 Jason Mountains Suite 566, Belo Horizonte"
6d67474f-071a-4b74-b73e-3c27735a4ea8,Headset,2,3373.98,2025-04-01 00:32:51,"2520 Timothy Landing, São Paulo"
17b589e2-4aae-4e3b-907a-5ec7817addce,Notebook,5,3451.44,2024-12-16 05:40:04,"160 Colton Throughway Suite 853, Belo Horizonte"
be338488-6aef-487c-aa5c-15b472f6992d,Teclado,4,4175.45,2024-12-02 09:46:15,"2188 Golden Pine, Porto Alegre"
25891463-8b93-438c-a466-c616aacbecd5,Notebook,1,700.98,2025-01-21 22:21:20,"740 Megan Knoll Suite 387, Curitiba"
22b48ccd-f712-4f61-889c-4dc595374531,Cadeira Gamer,5,1404.82,2025-02-11 09:47:07,"5535 Gray Hills Apt. 031, Porto Alegre"
ab7bd1ef-303d-4da4-9f2f-3490b0fdbaab,Teclado,5,4408.1,2025-02-27 10:22:56,"59464 Alexandria Cliff Apt. 360, Porto Alegre"
d80c6cb9-7ff5-4a47-b724-905280c7d5f3,Mouse,4,4346.06,2025-05-19 14:54:24,"7186 Murray Parkway, Rio de Janeiro"
aa08005b-ef71-4f36-8797-27d9d2a061ae,Mouse,4,460.23,2025-04-11 05:39:53,"7343 Hernandez Fords, Porto Alegre"
4684ddbe-d948-41a5-b2c1-2960e0e5f023,Monitor,1,4901.9,2025-05-30 20:06:05,"57059 Mary Fort, Curitiba"
4572c2a7-173d-45df-9c4b-9e090182398a,Webcam,1,471.36,2025-03-08 19:35:12,"34981 Bradley Landing Apt. 408, São Paulo"
3b9a84e1-9b50-44ff-b1bb-1a8a7b2a363d,Headset,2,2707.56,2025-05-01 23:42:27,"95278 Bradley Brook, Rio de Janeiro"
db6f3dca-53a6-4f31-b85f-3920dac875f0,Teclado,1,3824.13,2025-02-06 02:25:09,"36982 Bates Port Apt. 835, São Paulo"
b2536df1-5ade-46b3-9270-5a654b82aff7,Webcam,5,2423.72,2025-03-19 23:46:23,"533 Nelson Alley Apt. 554, Porto Alegre"
89a8e447-92a1-4632-874e-7d81dbdbd18b,Teclado,4,2115.46,2025-05-23 21:20:55,"580 Anderson Trafficway, Rio de Janeiro"
6621a2c8-887f-4427-86ab-1de10dbcb16d,Headset,4,3832.99,2025-04-23 13:03:43,"12202 Jamie Isle, Belo Horizonte"
aca4cb77-7b3d-42a8-a67b-3fc0b25a6d70,Monitor,1,1742.19,2025-04-06 19:42:58,"258 Cooper Harbor, Rio de Janeiro"
bd007cdf-a3ce-4359-8c66-ddb28225404e,Cadeira Gamer,5,2251.5,2025-04-01 09:07:33,"040 Justin Gateway Suite 658, São Paulo"
b21afb8c-5704-4c9e-b023-ac683d528864,Cadeira Gamer,4,2253.59,2025-02-17 14:03:53,"8055 Morgan Courts, São Paulo"
1afde90a-1c41-4fb4-bc09-a0bcbd587eb3,Teclado,3,2367.4,2025-04-18 21:58:33,"8149 Cody Springs Suite 724, Curitiba"
9961e182-032c-49bd-81cd-c7e2a3a60b48,Monitor,5,2812.32,2025-04-02 03:18:58,"830 Robert Ramp, Rio de Janeiro"
b154e872-bbd3-41b2-87dd-62730cc383ae,Teclado,4,584.66,2025-03-06 04:13:04,"5664 Ruiz Ridge, São Paulo"
fe333c98-9adc-4ec9-8bb7-dbc48001754b,Headset,2,3166.93,2025-03-27 12:32:22,"00353 Catherine Inlet Apt. 097, São Paulo"
b61c82eb-8906-4e29-adfb-9b7d2438d0eb,Mouse,4,1637.74,2025-05-26 01:28:54,"53304 Avery Land Apt. 004, Rio de Janeiro"
80b526fb-95b4-41ab-bf13-f0456d1d8180,Mouse,5,4463.26,2025-01-08 13:54:53,"842 Melissa Springs, Rio de Janeiro"
aa1fcaef-a89b-4898-961a-0be513cf2f6b,Teclado,5,704.96,2025-05-21 04:13:19,"88307 Owen Circle Apt. 994, Rio de Janeiro"
0415bcab-ce41-49a5-b577-edd9fb68903c,Notebook,2,1893.29,2025-05-29 15:27:50,"5507 Paul Throughway Apt. 483, Porto Alegre"
94d7a7e3-eb9c-417e-bab5-b27ff6c90b22,Headset,2,1588.69,2025-05-03 03:53:52,"1238 Tapia Prairie Suite 646, Rio de Janeiro"
6df80ba8-0ee6-416e-bf67-c38b954f2c8f,Webcam,4,3029.92,2024-12-08 16:32:42,"965 Todd Meadows, Rio de Janeiro"
99bb710e-74c9-4e8a-a683-585c430f2d5c,Notebook,1,1281.59,2025-04-11 01:05:55,"940 Hernandez Prairie, Rio de Janeiro"
8c444c46-7f0f-47d4-9781-5d2f74ff746f,Monitor,1,4639.58,2025-04-29 03:39:53,"0053 Warren Lodge, Rio de Janeiro"
0d3585c8-9eaa-4dab-8c18-691eebaf2a2f,Monitor,5,4155.96,2024-12-17 11:35:38,"100 Andrew Curve, São Paulo"
fd591581-8318-4bc3-9fec-29a17f7234ba,Teclado,2,1087.49,2025-01-18 21:11:06,"8033 Andrew Neck Apt. 327, Belo Horizonte"
729c9968-c685-4d4b-875b-abf49c151344,Monitor,1,4004.77,2024-12-09 14:32:10,"06107 Matthew Knolls, Curitiba"
250449f8-22dc-497d-8b0e-519165b0e31e,Notebook,2,1530.26,2025-03-17 23:05:18,"239 Rodriguez Oval Apt. 293, Porto Alegre"
5283ca1d-3096-4595-a69c-a2fed67a1ee4,Monitor,4,3730.84,2025-03-02 22:26:12,"29657 Brown Motorway, Porto Alegre"
20252138-4eaa-4fb2-bab0-59706d181d3f,Mouse,2,4125.37,2025-02-25 02:54:21,"938 Sandoval Junctions Suite 306, Porto Alegre"
f1b73f54-1459-473a-9910-d51b050de741,Webcam,2,2077.32,2025-03-01 19:48:55,"481 Ryan Oval, Curitiba"
e837bab5-5ddc-4906-a40d-54d3adbe8e73,Notebook,1,3656.01,2025-03-21 04:20:31,"358 Tyler Island, Curitiba"
1782be5e-cbf1-4fba-8811-6efaa525eb19,Teclado,4,3270.16,2025-03-06 15:42:17,"5142 Andrew Shoal, São Paulo"
ccd1c9f5-196d-4bbe-b5e3-9bbd01fed08e,Monitor,1,4238.25,2025-03-31 08:58:56,"6012 Katie Ridges, São Paulo"
b95a389c-2799-4c57-abec-3fb6038f31c0,Webcam,4,3066.86,2025-01-11 02:50:39,"4159 Robert Drive, Belo Horizonte"
fa9d61d0-90f3-4276-b916-4f61e3991369,Notebook,2,2388.23,2025-04-09 15:25:14,"4195 Joshua Crossing Apt. 311, Rio de Janeiro"
9030eb38-563a-48bd-a2fa-73c151415c91,Headset,3,2776.9,2025-04-27 07:50:08,"3238 Leah Bypass Apt. 357, Porto Alegre"
4c219f7f-9635-4091-b195-295f75aaba5e,Headset,1,4597.54,2025-03-15 08:34:54,"5431 George Neck, Porto Alegre"
569f1bb9-7736-4048-8154-b4089f9cf85f,Monitor,4,373.21,2025-01-10 19:18:50,"19243 Davis Oval Apt. 008, Belo Horizonte"
511b6792-b0bd-49b6-b9ad-621f8dca84db,Mouse,1,4847.03,2025-02-27 10:36:08,"338 Castro Glen Apt. 380, Porto Alegre"
d13ce4e4-9574-44d1-a15e-ade024f26c38,Headset,5,3271.55,2025-03-24 13:57:53,"6975 Renee Pine, Porto Alegre"
5739082d-2ca7-47d7-9dff-8be23b6d8158,Mouse,4,3309.75,2025-02-07 21:41:13,"20303 Meredith Bypass Suite 863, Porto Alegre"
fdf08d8c-7c43-46a8-b137-8506923a83ff,Notebook,1,110.32,2025-02-18 00:27:59,"690 Burke Gateway, São Paulo"
2c2df00c-cdbf-4937-b6e4-bf7661062ea5,Cadeira Gamer,4,1035.77,2024-12-15 20:18:56,"21337 Megan Coves Suite 696, Porto Alegre"
71307473-8149-4a13-854f-c49861259e4e,Webcam,2,1712.6,2025-04-13 09:34:02,"61454 Griffith Flats, Porto Alegre"
72ae7753-5f7c-4c7e-a1be-49da76b239c9,Cadeira Gamer,4,1865.14,2025-03-23 23:45:43,"4535 Harrison Drive Apt. 021, São Paulo"
c1320100-2136-41c3-989d-77ce1fe30d87,Notebook,4,2030.88,2025-04-15 01:46:07,"7041 John Crest, São Paulo"
d4fecc2e-7b08-4141-83f7-c0e9cc918591,Cadeira Gamer,4,803.7,2024-12-19 13:59:10,"7008 Phillips Run, Rio de Janeiro"
87fbc7c5-39d8-41c8-91d7-afe403953dbe,Cadeira Gamer,1,823.79,2025-05-24 21:02:27,"907 Michelle Courts, Belo Horizonte"
ceea6073-709a-40f1-8c16-feb349da737f,Webcam,1,2666.01,2025-01-28 02:29:11,"626 Jeffrey Orchard, Belo Horizonte"
eb5c1cab-8a09-4b7b-8120-df1dfbc40e66,Webcam,1,934.38,2025-01-03 08:38:24,"709 Adam Bridge, Belo Horizonte"
4ccb6f04-e8f0-47d4-bf6f-a6ddf9127ec5,Notebook,2,318.24,2025-02-13 04:10:40,"1152 Rivera Valleys, São Paulo"
8a7ea886-2199-411a-a806-1c71f5894a6b,Headset,2,1134.68,2025-01-31 16:00:56,"648 Sandy Fall, Rio de Janeiro"
2bef54ad-f261-4ba9-b17b-8aa221f4dd4e,Monitor,5,1030.63,2025-03-17 21:46:56,"765 Mccoy Mountain Apt. 926, Rio de Janeiro"
e10a83d0-fa9c-455b-a6f4-b74a66705429,Notebook,5,3726.29,2025-03-23 00:19:40,"11318 Roberts Orchard, Curitiba"
646c09ba-d320-4dd9-a395-904f3abfda03,Monitor,2,4966.12,2025-05-28 11:46:52,"8480 Melissa Route, Curitiba"
d0a82f10-ff73-4b8d-b121-12c62ccd384e,Cadeira Gamer,3,1811.73,2025-05-18 23:58:46,"1849 Cassidy Road Apt. 665, Curitiba"
2630edfc-28fa-432f-8056-69a8330261a9,Mouse,3,2198.34,2025-02-17 21:57:58,"23038 Potter Unions, Curitiba"
4c356386-459d-454d-be57-22bfc39b88ed,Notebook,3,4366.1,2025-03-02 07:21:53,"53312 Carrie Junction, São Paulo"
26a222c5-66ab-486d-8611-a18b50a00ed4,Notebook,2,3266.42,2025-03-07 15:12:08,"7321 Blackwell Place Suite 634, São Paulo"
ebe079f0-523d-46d7-8951-ac8ec0bf1a13,Cadeira Gamer,4,3668.09,2025-05-08 21:45:26,"6393 Amber Ville, Curitiba"
6e246fc8-6a61-40be-a367-222c8f41c752,Notebook,2,2668.13,2025-01-24 00:59:04,"9773 Ryan Tunnel Apt. 156, Curitiba"
7a1847ad-d3a6-4ad1-b034-7c6673eaa8b4,Notebook,5,3578.7,2025-05-04 01:04:24,"6073 Humphrey Villages Suite 213, Curitiba"
766901ca-f868-4216-9918-e0130bfba034,Monitor,1,1170.84,2025-01-15 14:18:40,"32972 Lambert Trace, Rio de Janeiro"
ada99ee1-3775-4f6f-91a1-505ca1c645d4,Notebook,5,2344.37,2025-04-02 17:48:35,"35790 Glover Courts Suite 854, Porto Alegre"
c56b80c2-bf6a-48da-93d6-25c1f7e78ba0,Webcam,1,2254.36,2025-02-03 10:50:57,"81803 Tonya Glens Suite 486, Porto Alegre"
b5cf3930-2994-41eb-abb3-02c51500f66a,Headset,3,1458.96,2025-03-06 14:15:11,"15591 John Inlet Apt. 059, Belo Horizonte"
8032f039-e776-4e9c-ac7f-6b4587824355,Mouse,1,285.39,2025-01-08 14:35:43,"89445 King Views Suite 669, São Paulo"
32e6094f-b944-449c-9771-20865faf634f,Webcam,3,1382.13,2024-12-26 20:56:46,"473 Freeman Ports Suite 567, São Paulo"
e9db3f2d-56ff-4953-b529-86c2ffb38b41,Cadeira Gamer,5,1479.06,2025-04-23 04:21:58,"25029 Edwards Wall, Rio de Janeiro"
dd9e1aa3-edb0-41ac-9b84-0bf93adc0c61,Notebook,2,825.55,2025-05-06 17:11:50,"82491 Janet Branch, São Paulo"
2acb2e2a-146c-4280-b955-515b74b0db4b,Webcam,5,2637.7,2025-05-06 02:26:36,"33969 Joshua Forest, São Paulo"
5e32ee7a-5195-4867-8ffa-c8adfb052290,Cadeira Gamer,3,1971.64,2024-12-04 19:26:08,"4705 Miranda Coves Suite 521, Porto Alegre"
2db48f1d-f216-4093-8a3e-c8f5cacf7ad8,Teclado,4,1246.6,2025-05-04 04:17:47,"264 Aaron Valleys, Curitiba"
0d189673-66b3-47ce-9fa5-8600a6dc1f52,Mouse,3,985.97,2025-01-30 12:33:05,"5687 Smith Freeway Suite 497, São Paulo"
348b63d5-6541-41a6-9f97-242453aa40f7,Teclado,3,4510.8,2024-12-02 01:31:52,"971 Roger Street Apt. 849, Belo Horizonte"
1a2af4cc-8569-468e-a538-55c9185fbd41,Headset,4,3551.32,2025-05-07 05:36:49,"1052 Larry Street Apt. 849, Curitiba"
805deded-9104-48dc-802b-efaca6ea92e2,Teclado,3,2088.15,2024-12-14 04:46:54,"8736 Jessica Village Apt. 577, Rio de Janeiro"
8e4a9d73-0b4e-4195-bc04-281e5719798a,Monitor,5,2808.91,2024-12-30 05:38:24,"596 Edwards Expressway Suite 505, Rio de Janeiro"
e052cbf8-b6d7-47cf-86db-e18b40a739de,Webcam,2,1859.15,2025-02-25 03:28:05,"37013 Angela Union, Belo Horizonte"
9cdaa6ea-00a3-4f57-abbf-dbb52a378432,Cadeira Gamer,5,4419.8,2024-12-01 18:51:36,"2465 Lopez Lodge, São Paulo"
60b45b9f-1bbd-48c5-bcfa-96586d16c608,Cadeira Gamer,1,4426.49,2025-05-07 12:31:40,"30880 Stephen Junctions Suite 943, Belo Horizonte"
d791028a-3614-4ea7-b2e4-6ecdfdb6b15b,Webcam,1,4711.01,2025-03-26 01:58:37,"45062 Stephen Avenue, Rio de Janeiro"
b14b89b9-c2cb-4f0d-9760-19ca2f589d45,Monitor,1,4250.35,2025-02-21 03:53:12,"93411 Holmes Inlet, Curitiba"
7371c3af-eaf0-490f-8020-7671a966a8a4,Headset,4,2213.37,2025-05-03 18:31:52,"58582 Benjamin Pike, Curitiba"
2f0ea263-df62-4dc7-80b7-ca2ee3a78f2f,Mouse,4,2702.15,2025-03-10 08:55:34,"89082 Thompson Row Apt. 790, Rio de Janeiro"
f8ac4dfd-7455-4b9e-b04b-0eea1d597d75,Mouse,3,1676.72,2024-12-23 14:02:10,"186 Thornton Turnpike, Curitiba"
5f014265-e44a-4eff-be3a-970974a0bd45,Monitor,1,4725.59,2025-01-13 05:40:24,"8934 Preston Causeway, Porto Alegre"
18645348-c385-46e6-b220-3641d81411da,Mouse,2,4403.49,2024-12-19 15:19:12,"3064 Doyle Land Suite 010, Rio de Janeiro"
971aaab1-22c8-4724-aaec-d5771046fa63,Teclado,1,2548.58,2025-04-23 02:05:42,"116 Richard Viaduct Suite 398, Belo Horizonte"
0457b4b7-f973-485b-ab9e-e43699a966a6,Headset,3,4512.48,2025-01-31 14:47:37,"1407 David Bridge Suite 548, Porto Alegre"
ca174416-94a4-4b8b-8959-45c8237e3a70,Webcam,2,3523.21,2025-02-08 00:56:56,"11976 James Fall Suite 924, São Paulo"
173eeb24-9e2b-4322-a5f2-7030f0a0ea98,Monitor,3,4897.2,2025-05-24 09:22:24,"2529 Vance Mill, São Paulo"
e106b3cf-55ad-4500-a9fe-a8455dfe9aae,Mouse,4,2900.54,2025-05-19 03:55:08,"6082 Beltran Circles Suite 954, Belo Horizonte"
f26746ad-92f4-47e0-8929-f9bb4d3e41f5,Notebook,4,3615.51,2025-04-24 22:19:26,"0837 Williams Center, Belo Horizonte"
50b394aa-614e-4797-a873-c3d64cedc94f,Teclado,1,141.6,2024-12-17 23:26:48,"3870 Rodriguez Fall, Rio de Janeiro"
25c28eab-6024-43ce-bef0-7aff3f1678ac,Monitor,2,3147.79,2025-03-24 04:15:41,"430 Johnson Mills Suite 897, Rio de Janeiro"
45b53539-a85c-429f-b6cd-b5937b950abd,Mouse,4,1049.53,2024-12-18 18:57:35,"05911 Bailey Island Suite 059, Belo Horizonte"
6b7ac02e-32b9-4a6d-bb1f-f88585fc72ac,Webcam,4,3154.41,2025-02-09 15:06:08,"081 Torres Crescent Apt. 386, Belo Horizonte"
3b69c725-9ff4-41a5-b5ff-4b8b0c220d98,Mouse,2,3017.69,2025-01-28 21:10:37,"735 Kelli Islands, Porto Alegre"
dc8b4b02-1f3b-497b-95b7-fe92347f8ef9,Teclado,1,1228.97,2025-02-07 01:53:14,"8033 Martinez Isle, Porto Alegre"
cb49fb2c-9090-4324-aa6c-e0c6c5bf5547,Notebook,1,409.94,2025-03-21 01:44:20,"804 Zachary Place, Rio de Janeiro"
e5c39d5b-0875-4fef-bb81-e05200917d2e,Webcam,4,3935.26,2025-02-27 10:28:05,"5733 Ricky Brooks Suite 740, Rio de Janeiro"
ec48820a-fcbc-4a26-b5ce-21b514ea2892,Teclado,3,381.15,2024-12-08 17:30:56,"51559 Fields Streets Suite 693, São Paulo"
1c888d2f-b50e-49e9-a361-29a55dde38d2,Webcam,5,4910.29,2025-05-24 22:58:10,"4268 Chen Lodge Apt. 855, Curitiba"
791b1e7e-37c4-4f09-8b2e-427179b7f7ac,Monitor,2,1666.78,2024-12-24 22:51:13,"2521 Damon Street, São Paulo"
90d34d05-d7cd-4e1f-a540-e4a2dc91f982,Headset,5,548.4,2025-02-12 20:33:59,"591 Jones Unions, Porto Alegre"
5ba4f4bc-741b-4f64-8db0-92ae35d696a4,Webcam,2,1734.96,2025-05-29 00:01:03,"39144 Morse Pines, Porto Alegre"
